credit_score,vehicle_ownership,married,children,speeding_violations,duis,past_accidents,outcome,16-25,26-39,40-64,65+,female,male,0-9y,10-19y,20-29y,30y+,high school,none,university,middle class,poverty,upper class,working class,after 2015,before 2015,sedan,sports car
0.4517846632,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
0.5667507946,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
0.7656532226,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
0.6131527816,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
0.613827,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
0.5203619333,0,1,1,8,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
0.2912171614,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
0.6143091188,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
0.4929097912,1,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
0.5905539391,1,0,1,4,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
0.6287561731,1,1,1,3,1,9,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
0.6036277667,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
0.3715865729,0,1,1,1,2,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
0.4881438891,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
0.5575721094,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
0.3264579937,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.4258439631,1,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
0.7795065149,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
0.348331,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.613827,1,1,1,4,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
0.4846411601,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
0.7896970697,1,1,1,4,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
0.2424003612,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
0.1597997577,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
0.57814186,1,1,1,3,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
0.3891654357,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0
0.5495982094,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
0.6347520506,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
0.5400961169,1,0,1,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
0.7337520945,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
0.5702930112,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
0.4731626918,0,1,1,2,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
0.4961001372,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
0.3814843303,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.506732545,0,0,0,0,3,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
0.5166292249,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
0.5387124939,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
0.7465386189,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
0.6971250545,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
0.6510711525,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
0.5528164567,0,0,1,3,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
0.613827,1,1,1,10,0,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
0.7014907761,1,1,1,2,0,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
0.5853750509,1,0,1,2,0,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
0.512350124,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
0.4960450202,0,1,1,5,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
0.3942314948,0,0,0,2,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
0.3489212338,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
0.4111577555,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
0.613827,1,1,1,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
0.5825670543,1,1,1,6,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
0.6707447711,1,0,1,3,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
0.5642340865,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0
0.348331,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.4011841772,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.4284905011,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
0.5054556404,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
0.3806910508,1,1,0,2,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0
0.757624811,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
0.348331,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0
0.6945963049,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
0.3390782144,0,0,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
0.6344130362,0,0,0,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
0.5603137218,1,1,1,2,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
0.4576822398,1,0,0,4,0,6,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
0.6032711171,1,0,1,8,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
0.3808724962,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0
0.5101936649,0,1,0,9,0,6,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
0.4517428471,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
0.5265349114,1,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
0.4455332145,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.6998495859,1,0,0,7,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
0.2859511282,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
0.613827,1,1,1,9,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
0.582497587,1,1,0,3,0,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
0.5073403295,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
0.5528902169,1,1,1,2,1,5,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
0.4689000703,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0
0.3259248427,0,0,0,0,0,4,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
0.3763256814,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.6428990697,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
0.5581555363,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
0.3884420515,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
0.6876975534,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
0.6694023811,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
0.348331,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
0.6214048813,1,0,1,4,1,3,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
0.5533812551,1,1,1,2,2,3,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
0.3543835237,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.3459138354,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
0.06086661631,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
0.4125268753,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.5866381174,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
0.5184003944,0,1,1,0,1,4,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0
0.5383930458,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
0.7001759547,0,1,1,2,0,5,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
0.5410847412,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
0.2187201984,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
0.6949487339,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
0.3966075388,1,0,1,4,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
0.5645675373,1,1,1,2,1,4,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
0.4788047104,0,1,1,0,0,4,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
0.8370332349,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0
0.517190356,1,1,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
0.4385062571,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
0.4176342888,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0
0.6602120508,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
0.5930830825,1,1,1,5,1,8,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
0.6467573927,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
0.5535601282,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
0.4394514155,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0.613827,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
0.613827,1,1,1,2,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
0.6346912842,1,0,1,7,2,4,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
0.5488353569,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
0.4121428969,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
0.6758723453,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
0.6438163735,1,1,1,6,0,12,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
0.613827,1,1,1,1,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
0.4242643876,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
0.2469181726,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
0.523659,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
0.613827,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
0.613891076,1,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
0.4549298946,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
0.3758859384,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
0.4782850721,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0
0.5370148267,1,1,1,13,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
0.3820569054,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
0.3802025578,1,1,1,3,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
0.6057513266,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0
0.7123218578,1,0,1,3,0,4,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
0.6727438741,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
0.4822812249,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
0.3791073032,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0
0.7806924095,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
0.7612274339,1,0,1,10,0,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
0.6731139342,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
0.6752004195,0,1,1,5,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
0.6503507351,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
0.7099480194,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
0.7454201674,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
0.4690905208,1,1,1,4,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0
0.6644962989,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
0.4633068402,1,1,1,2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
0.521668364,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
0.6125447655,1,1,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
0.5290549281,1,0,1,2,1,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
0.4880032226,1,0,1,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
0.6038175578,1,1,1,5,1,3,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
0.4522130269,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
0.4252055414,1,1,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
0.6128769381,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0
0.5975154414,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
0.3147603326,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
0.4502587003,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
0.6868348054,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
0.523659,1,0,1,6,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
0.5487357489,1,1,1,6,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
0.431929,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
0.348331,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0
0.2597680123,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.440167091,1,0,0,4,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0
0.7149891994,1,1,1,9,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
0.5353479404,1,1,1,7,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0
0.4683824152,1,1,1,1,0,7,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
0.5076387987,1,1,1,1,0,4,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
0.7501966025,1,1,1,7,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
0.6927493545,1,1,1,0,0,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
0.5527414519,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
0.7284303462,1,0,1,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
0.6407637924,0,0,1,2,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
0.4897946293,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
0.3973993819,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
0.4455964171,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.6221249968,1,1,1,4,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
0.4861394204,0,1,1,1,0,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
0.6316504723,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
0.523659,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
0.311931693,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.708389901,1,1,1,10,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
0.487612708,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0
0.4010924769,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
0.4093871699,1,1,1,6,0,3,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0
0.523659,0,1,1,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
0.4873775189,0,1,1,3,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
0.5566161573,1,1,1,1,0,4,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
0.6441043784,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
0.348331,0,0,0,0,0,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
0.1871101619,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.7186881369,1,1,1,6,0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
0.3724057566,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
0.4781398214,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0
0.4279793548,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
0.5604666642,1,1,0,0,1,4,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
0.6272576469,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
0.4487564567,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
0.6104363792,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
0.6711793098,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
0.4059780292,1,0,1,1,0,5,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
0.453599345,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.4449921215,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.3183627168,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
0.5018947292,0,1,1,2,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
0.5996717553,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
0.3475484877,1,0,1,2,0,4,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
0.6698449508,1,1,1,2,0,2,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
0.5266055788,1,1,1,15,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
0.6450397791,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
0.5284332824,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
0.431929,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0
0.6372144149,1,0,1,0,0,4,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
0.5782449713,1,0,1,1,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
0.6880561125,1,1,1,3,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
0.431929,1,1,1,0,0,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
0.5629828267,1,1,1,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
0.6742701602,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
0.5604130115,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
0.5890776391,1,1,1,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
0.7731601637,1,1,1,10,2,4,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
0.3031678648,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
