ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
91997,26-39,female,majority,10-19y,high school,working class,,0,before 2015,1,1,10238,13000,sedan,1,0,0,0
864,16-25,female,majority,0-9y,university,middle class,0.5542039033,0,after 2015,0,0,32765,11000,sedan,0,0,0,1
276148,40-64,female,majority,20-29y,university,middle class,0.5826768633,1,before 2015,0,1,10238,10000,sedan,2,1,0,0
948661,16-25,female,majority,0-9y,high school,poverty,0.2270452622,1,before 2015,0,0,10238,14000,sedan,0,0,0,0
500669,26-39,female,majority,10-19y,high school,poverty,0.4272432176,0,before 2015,0,1,32765,12000,sedan,3,0,0,1
779949,26-39,male,majority,10-19y,high school,middle class,0.6150304534,1,before 2015,0,1,10238,9000,sedan,2,1,3,0
255325,26-39,female,majority,10-19y,university,upper class,0.7889633807,1,before 2015,1,1,10238,8000,sedan,0,0,2,0
360231,40-64,male,majority,0-9y,high school,middle class,0.432480716,1,before 2015,0,1,10238,,sedan,0,0,0,1
393748,16-25,female,majority,0-9y,university,poverty,0.2818370783,0,before 2015,0,0,10238,,sports car,0,0,0,1
397601,16-25,female,majority,0-9y,university,working class,0.3982778868,1,after 2015,0,1,10238,,sedan,0,0,0,0
709025,65+,female,majority,30y+,high school,middle class,0.463129902,1,before 2015,1,1,10238,12000,sports car,1,1,1,0
622416,40-64,female,majority,20-29y,university,upper class,0.6179059581,1,after 2015,0,1,10238,12000,sedan,0,0,2,0
20282,26-39,female,majority,0-9y,university,upper class,0.5559935905,1,after 2015,1,1,10238,10000,sedan,0,0,0,1
665382,65+,female,minority,30y+,high school,upper class,0.7268478677,1,before 2015,1,1,10238,10000,sedan,3,1,3,0
812400,16-25,female,minority,0-9y,high school,working class,0.5952200614,1,before 2015,0,0,32765,14000,sports car,0,0,0,1
980227,40-64,male,majority,10-19y,university,upper class,0.4749769582,1,after 2015,1,0,92101,12000,sedan,2,0,1,0
254721,65+,male,majority,30y+,high school,upper class,0.632563221,1,before 2015,1,0,32765,14000,sedan,12,0,1,0
892200,26-39,male,majority,10-19y,university,upper class,0.4870778863,1,before 2015,1,1,10238,11000,sedan,1,0,2,1
273182,65+,female,majority,30y+,university,upper class,0.6792196784,1,before 2015,0,0,10238,14000,sedan,2,1,4,0
633166,40-64,female,majority,20-29y,none,working class,0.368538852,1,before 2015,1,1,10238,12000,sedan,0,0,1,0
634845,65+,male,minority,10-19y,none,working class,,0,before 2015,1,1,10238,12000,sedan,2,0,3,0
607957,65+,male,majority,10-19y,university,upper class,0.5979302612,0,after 2015,1,1,10238,8000,sedan,1,1,2,0
474543,26-39,female,majority,10-19y,high school,working class,0.3290069976,1,before 2015,1,0,10238,13000,sedan,4,0,1,0
272051,26-39,female,majority,10-19y,none,poverty,0.5720190012,1,before 2015,0,0,10238,17000,sedan,0,0,1,1
13803,16-25,male,majority,0-9y,none,poverty,0.4486251557,0,after 2015,0,0,10238,15000,sedan,0,0,0,0
489335,65+,female,majority,30y+,university,upper class,0.5636668854,1,after 2015,0,1,10238,14000,sedan,3,0,0,0
149134,26-39,female,majority,10-19y,high school,working class,0.5740703428,0,before 2015,0,1,10238,,sedan,0,0,1,0
515068,26-39,male,majority,10-19y,university,middle class,0.5601355747,0,before 2015,1,1,10238,9000,sedan,0,0,3,0
166,16-25,male,majority,0-9y,university,upper class,0.5316142277,1,after 2015,0,0,10238,15000,sedan,0,0,0,0
518489,40-64,female,majority,20-29y,high school,upper class,0.506547962,1,after 2015,1,1,10238,14000,sedan,0,0,3,0
2087,40-64,male,majority,10-19y,none,middle class,0.4517846632,0,before 2015,1,0,10238,13000,sedan,0,0,1,0
709508,26-39,female,majority,10-19y,none,middle class,0.5667507946,0,before 2015,0,1,10238,13000,sedan,1,0,1,0
999554,65+,female,majority,10-19y,high school,upper class,0.7656532226,1,after 2015,1,1,10238,14000,sedan,0,0,0,0
728097,65+,female,majority,30y+,high school,upper class,0.6131527816,1,before 2015,1,1,32765,10000,sedan,1,1,1,0
497904,40-64,female,majority,0-9y,university,upper class,,1,before 2015,1,1,10238,13000,sedan,0,0,0,0
797383,26-39,male,majority,10-19y,high school,working class,0.5203619333,0,before 2015,1,1,32765,11000,sedan,8,1,0,1
334319,16-25,male,majority,0-9y,none,poverty,0.2912171614,0,after 2015,0,0,10238,15000,sedan,0,0,0,0
658487,26-39,male,majority,10-19y,high school,upper class,0.6143091188,1,before 2015,0,1,10238,16000,sedan,0,1,1,0
421465,65+,male,majority,30y+,university,upper class,0.4929097912,1,after 2015,0,1,10238,14000,sedan,0,0,3,0
3308,40-64,male,minority,10-19y,university,upper class,0.5905539391,1,after 2015,0,1,32765,7000,sedan,4,0,1,1
465907,65+,male,majority,20-29y,university,upper class,0.6287561731,1,before 2015,1,1,10238,7000,sedan,3,1,9,0
374706,40-64,male,majority,0-9y,high school,upper class,0.6036277667,1,after 2015,1,1,10238,8000,sedan,0,0,0,0
671872,26-39,female,majority,10-19y,high school,working class,0.3715865729,0,before 2015,1,1,32765,11000,sedan,1,2,0,1
455207,16-25,female,majority,0-9y,high school,middle class,0.4881438891,1,before 2015,1,0,10238,10000,sedan,0,0,0,0
790787,40-64,female,majority,10-19y,high school,working class,0.5575721094,1,before 2015,0,1,10238,11000,sedan,1,0,0,0
112631,16-25,female,majority,0-9y,none,poverty,0.3264579937,0,before 2015,0,0,10238,12000,sedan,0,0,0,1
860951,26-39,male,majority,10-19y,high school,working class,0.4258439631,1,before 2015,0,0,10238,14000,sedan,0,1,2,0
304729,40-64,female,majority,20-29y,high school,upper class,0.7795065149,1,before 2015,0,1,10238,12000,sedan,1,0,1,0
149383,16-25,male,majority,0-9y,none,poverty,,1,before 2015,0,0,32765,12000,sedan,0,0,0,1
41747,65+,female,majority,20-29y,university,upper class,,1,after 2015,1,1,32765,13000,sedan,4,0,1,0
783247,26-39,female,majority,10-19y,university,upper class,0.4846411601,1,before 2015,1,1,10238,8000,sports car,1,0,1,0
624964,65+,male,majority,10-19y,university,upper class,0.7896970697,1,after 2015,1,1,32765,6000,sedan,4,0,1,0
562660,16-25,female,majority,0-9y,high school,poverty,0.2424003612,1,before 2015,1,0,10238,11000,sedan,0,0,0,1
458376,26-39,male,majority,0-9y,none,working class,0.1597997577,1,before 2015,1,1,10238,11000,sedan,0,0,0,1
179327,40-64,female,majority,20-29y,university,upper class,0.57814186,1,before 2015,1,1,32765,11000,sedan,3,1,1,0
521217,16-25,male,majority,0-9y,university,middle class,0.3891654357,1,before 2015,0,0,10238,13000,sedan,0,0,0,0
35060,65+,female,majority,0-9y,university,upper class,0.5495982094,0,after 2015,0,1,10238,12000,sedan,0,0,0,1
461574,40-64,female,majority,20-29y,high school,upper class,0.6347520506,1,after 2015,0,1,10238,13000,sedan,0,1,1,0
115983,40-64,male,minority,20-29y,high school,middle class,0.5400961169,1,after 2015,0,1,92101,14000,sedan,0,0,2,0
255136,65+,female,majority,20-29y,university,upper class,0.7337520945,1,after 2015,0,1,10238,16000,sedan,0,0,1,0
359219,65+,male,majority,0-9y,high school,upper class,0.5702930112,1,after 2015,1,0,10238,15000,sedan,0,0,0,0
908912,40-64,male,majority,10-19y,university,upper class,0.4731626918,0,after 2015,1,1,10238,11000,sedan,2,0,1,1
569710,40-64,female,minority,0-9y,none,upper class,0.4961001372,1,after 2015,1,0,92101,14000,sedan,0,0,0,0
119342,16-25,female,majority,0-9y,none,poverty,0.3814843303,1,before 2015,0,0,10238,13000,sedan,0,0,0,1
48592,26-39,male,majority,10-19y,university,working class,0.506732545,0,before 2015,0,0,10238,,sedan,0,3,2,0
508233,26-39,female,majority,0-9y,high school,upper class,0.5166292249,1,after 2015,0,1,10238,14000,sedan,0,0,0,0
915696,26-39,female,majority,0-9y,high school,middle class,0.5387124939,1,before 2015,0,1,10238,13000,sedan,0,0,0,0
149588,40-64,male,majority,0-9y,university,upper class,0.7465386189,1,before 2015,1,1,32765,9000,sedan,0,0,0,1
382343,65+,female,majority,10-19y,high school,upper class,0.6971250545,1,after 2015,1,1,10238,13000,sedan,0,0,1,0
676727,26-39,female,majority,0-9y,high school,middle class,0.6510711525,0,before 2015,1,1,32765,10000,sedan,0,0,0,1
779931,40-64,male,minority,20-29y,university,middle class,0.5528164567,0,before 2015,0,1,10238,17000,sedan,3,0,2,0
277264,65+,male,majority,10-19y,university,upper class,,1,before 2015,1,1,32765,9000,sedan,10,0,2,1
744484,40-64,female,majority,20-29y,none,upper class,0.7014907761,1,before 2015,1,1,92101,9000,sedan,2,0,2,0
612786,40-64,male,majority,20-29y,high school,middle class,0.5853750509,1,before 2015,0,1,10238,15000,sedan,2,0,2,0
210810,26-39,female,majority,10-19y,none,working class,0.512350124,1,before 2015,0,1,10238,16000,sedan,1,0,0,0
989711,40-64,male,majority,20-29y,university,upper class,0.4960450202,0,after 2015,1,1,32765,7000,sedan,5,0,2,0
880322,26-39,male,majority,10-19y,none,poverty,0.3942314948,0,before 2015,0,0,32765,,sports car,2,1,1,1
247210,16-25,male,majority,0-9y,high school,poverty,0.3489212338,0,before 2015,0,1,32765,,sedan,0,0,0,1
481495,16-25,male,majority,0-9y,high school,poverty,0.4111577555,0,before 2015,0,0,10238,15000,sedan,0,0,0,1
851865,40-64,male,majority,20-29y,university,upper class,,1,after 2015,1,1,32765,8000,sedan,4,0,0,0
935631,65+,male,majority,10-19y,high school,upper class,0.5825670543,1,before 2015,1,1,32765,9000,sedan,6,0,1,1
255476,26-39,male,majority,10-19y,university,upper class,0.6707447711,1,before 2015,0,1,10238,12000,sedan,3,0,2,0
415415,16-25,male,majority,0-9y,university,middle class,0.5642340865,1,before 2015,1,0,10238,12000,sedan,0,0,0,1
566111,16-25,male,majority,0-9y,none,poverty,,0,before 2015,0,0,10238,12000,sedan,0,0,0,1
341827,16-25,female,majority,0-9y,none,poverty,0.4011841772,1,before 2015,0,1,32765,11000,sedan,0,0,0,0
802200,26-39,female,minority,10-19y,high school,working class,0.4284905011,0,before 2015,0,0,32765,12000,sedan,1,0,0,0
582033,26-39,female,minority,0-9y,none,middle class,0.5054556404,1,after 2015,0,0,10238,14000,sedan,0,0,0,0
448234,40-64,female,majority,20-29y,none,middle class,0.3806910508,1,before 2015,1,0,21217,14000,sedan,2,0,1,1
91184,65+,female,majority,30y+,high school,upper class,0.757624811,1,after 2015,1,1,10238,12000,sedan,0,1,1,0
978563,16-25,male,majority,0-9y,university,poverty,,0,before 2015,0,0,10238,14000,sedan,0,0,0,1
702126,26-39,female,majority,10-19y,university,upper class,0.6945963049,1,before 2015,0,1,10238,13000,sedan,0,1,0,0
582444,26-39,female,majority,10-19y,university,middle class,0.3390782144,0,before 2015,0,1,10238,11000,sedan,2,0,0,0
699767,26-39,male,majority,10-19y,university,upper class,0.6344130362,0,before 2015,0,0,32765,10000,sedan,2,0,0,1
379065,40-64,female,majority,20-29y,university,upper class,0.5603137218,1,before 2015,1,1,10238,8000,sedan,2,0,2,0
364800,40-64,male,majority,20-29y,university,upper class,0.4576822398,1,before 2015,0,0,10238,13000,sedan,4,0,6,0
839283,65+,male,majority,20-29y,university,upper class,0.6032711171,1,after 2015,0,1,32765,11000,sedan,8,3,0,0
766042,40-64,male,majority,20-29y,high school,working class,0.3808724962,0,before 2015,0,1,10238,12000,sedan,2,1,0,0
273073,65+,male,majority,30y+,university,upper class,0.5101936649,0,after 2015,1,0,10238,10000,sedan,9,0,6,0
964448,16-25,male,majority,0-9y,high school,upper class,0.4517428471,1,after 2015,1,0,32765,11000,sedan,0,0,0,1
196094,26-39,male,majority,10-19y,high school,working class,0.5265349114,1,before 2015,0,0,10238,14000,sedan,0,0,2,0
759265,16-25,female,majority,0-9y,none,poverty,0.4455332145,1,before 2015,0,0,32765,9000,sedan,0,0,0,0
131932,40-64,female,majority,20-29y,university,upper class,0.6998495859,1,before 2015,0,0,32765,12000,sedan,7,1,0,0
310737,16-25,female,majority,0-9y,high school,poverty,0.2859511282,0,before 2015,0,1,10238,,sedan,0,0,0,1
913584,65+,female,majority,30y+,university,upper class,,1,after 2015,1,1,32765,9000,sedan,9,2,0,0
624831,40-64,male,minority,20-29y,high school,upper class,0.582497587,1,after 2015,1,0,92101,10000,sedan,3,0,2,0
161972,65+,female,majority,0-9y,university,upper class,0.5073403295,0,before 2015,1,1,32765,11000,sedan,0,0,0,1
211993,65+,male,majority,10-19y,university,upper class,0.5528902169,1,before 2015,1,1,10238,9000,sedan,2,1,5,0
314104,26-39,male,majority,0-9y,high school,working class,0.4689000703,1,before 2015,1,1,32765,7000,sedan,0,0,0,0
770433,26-39,male,majority,10-19y,high school,working class,0.3259248427,0,before 2015,0,0,10238,13000,sedan,0,0,4,0
973329,16-25,female,majority,0-9y,none,poverty,0.3763256814,1,before 2015,0,0,10238,16000,sedan,0,0,0,0
119735,26-39,female,majority,0-9y,high school,upper class,0.6428990697,1,before 2015,0,0,10238,10000,sedan,0,0,0,1
880077,26-39,female,majority,10-19y,university,middle class,0.5581555363,0,after 2015,0,1,10238,10000,sedan,0,0,1,0
842700,26-39,male,majority,0-9y,high school,middle class,0.3884420515,1,before 2015,0,1,21217,12000,sedan,0,0,0,1
577300,40-64,female,majority,0-9y,university,upper class,0.6876975534,1,after 2015,1,1,10238,9000,sedan,0,0,0,0
937825,40-64,female,majority,0-9y,university,upper class,0.6694023811,1,before 2015,1,1,10238,10000,sedan,0,0,0,1
849886,16-25,female,majority,0-9y,high school,poverty,,0,before 2015,0,0,92101,,sedan,0,0,0,1
888074,40-64,female,majority,20-29y,high school,upper class,0.6214048813,1,after 2015,0,1,32765,8000,sedan,4,1,3,0
500464,65+,female,majority,30y+,university,upper class,0.5533812551,1,after 2015,1,1,10238,,sedan,2,2,3,0
89787,16-25,female,majority,0-9y,none,poverty,0.3543835237,1,before 2015,1,0,32765,13000,sedan,0,0,0,1
122014,40-64,female,majority,20-29y,university,middle class,0.3459138354,0,before 2015,0,0,10238,14000,sedan,1,0,1,0
963384,16-25,male,majority,0-9y,high school,poverty,0.06086661631,1,before 2015,0,0,10238,12000,sedan,0,0,0,1
18002,16-25,male,minority,0-9y,none,poverty,0.4125268753,0,before 2015,0,0,10238,16000,sedan,0,0,0,1
834819,65+,female,majority,10-19y,university,upper class,0.5866381174,1,before 2015,0,1,32765,,sedan,1,0,0,0
195436,40-64,female,majority,20-29y,none,middle class,0.5184003944,0,before 2015,1,1,10238,12000,sedan,0,1,4,0
666153,26-39,female,majority,10-19y,none,working class,0.5383930458,1,before 2015,1,1,92101,12000,sedan,0,0,0,0
287539,40-64,male,majority,20-29y,university,middle class,0.7001759547,0,before 2015,1,1,10238,8000,sedan,2,0,5,0
585988,26-39,male,majority,0-9y,university,upper class,0.5410847412,1,before 2015,0,0,10238,14000,sedan,0,0,0,1
703726,16-25,male,minority,0-9y,none,poverty,0.2187201984,1,after 2015,0,0,32765,15000,sedan,0,0,0,1
899283,26-39,male,majority,10-19y,university,upper class,0.6949487339,1,before 2015,1,1,10238,9000,sedan,1,0,0,0
64000,26-39,male,majority,10-19y,high school,working class,0.3966075388,1,before 2015,0,1,32765,10000,sedan,4,0,0,0
8982,65+,male,majority,30y+,university,upper class,0.5645675373,1,before 2015,1,1,10238,12000,sedan,2,1,4,0
708569,40-64,male,majority,20-29y,university,upper class,0.4788047104,0,before 2015,1,1,10238,9000,sedan,0,0,4,0
148210,40-64,female,majority,0-9y,university,middle class,0.8370332349,0,after 2015,1,1,10238,11000,sedan,0,0,0,0
889181,40-64,female,majority,10-19y,university,upper class,0.517190356,1,before 2015,1,1,10238,9000,sedan,2,0,0,0
391401,65+,female,majority,0-9y,high school,upper class,0.4385062571,1,after 2015,1,1,10238,8000,sedan,0,0,0,0
398376,26-39,male,majority,0-9y,none,middle class,0.4176342888,1,before 2015,1,1,10238,10000,sedan,0,0,0,0
39537,16-25,male,majority,0-9y,university,upper class,0.6602120508,1,before 2015,0,0,10238,14000,sedan,0,0,0,1
859028,65+,male,majority,30y+,high school,upper class,0.5930830825,1,before 2015,1,1,10238,8000,sedan,5,1,8,0
365164,65+,male,majority,10-19y,university,upper class,0.6467573927,1,after 2015,1,1,10238,11000,sedan,0,1,1,0
512493,40-64,female,majority,20-29y,high school,middle class,0.5535601282,1,before 2015,0,1,10238,12000,sedan,0,0,1,0
436666,26-39,male,majority,10-19y,none,poverty,0.4394514155,0,after 2015,0,0,32765,14000,sports car,0,0,0,1
710376,26-39,male,majority,10-19y,university,upper class,,0,before 2015,0,0,10238,15000,sedan,0,1,1,1
213606,40-64,male,majority,20-29y,high school,upper class,,1,after 2015,1,1,10238,13000,sedan,2,0,1,0
216246,65+,male,majority,30y+,high school,upper class,0.6346912842,1,before 2015,0,1,32765,11000,sedan,7,2,4,0
950153,26-39,male,majority,10-19y,university,middle class,0.5488353569,1,before 2015,0,0,10238,18000,sedan,1,0,1,0
932228,16-25,female,majority,0-9y,high school,middle class,0.4121428969,0,before 2015,0,1,10238,17000,sedan,0,0,0,1
806138,26-39,male,majority,0-9y,university,upper class,0.6758723453,1,before 2015,1,1,10238,13000,sedan,0,0,0,1
906049,65+,male,majority,30y+,university,upper class,0.6438163735,1,before 2015,1,1,10238,5000,sedan,6,0,12,0
75657,26-39,female,minority,10-19y,high school,upper class,,1,before 2015,1,1,32765,6000,sedan,1,2,0,0
163769,40-64,female,majority,10-19y,high school,working class,0.4242643876,1,before 2015,0,1,32765,9000,sedan,1,0,0,1
360342,16-25,female,majority,0-9y,high school,poverty,0.2469181726,0,before 2015,0,0,10238,12000,sedan,0,0,0,1
112647,40-64,female,majority,0-9y,high school,middle class,,1,after 2015,0,1,10238,15000,sedan,0,0,0,0
999261,65+,female,majority,10-19y,university,upper class,,1,before 2015,1,1,10238,12000,sedan,0,1,1,0
734863,65+,female,majority,30y+,high school,upper class,0.613891076,1,after 2015,1,1,10238,,sedan,2,0,0,0
569125,26-39,male,majority,0-9y,none,working class,0.4549298946,1,before 2015,1,1,10238,11000,sedan,0,0,0,1
703833,16-25,male,majority,0-9y,high school,poverty,0.3758859384,0,before 2015,0,0,10238,,sedan,0,0,0,1
352678,16-25,male,majority,0-9y,university,middle class,0.4782850721,1,before 2015,1,0,10238,15000,sedan,0,0,0,0
712307,40-64,male,majority,20-29y,university,upper class,0.5370148267,1,before 2015,1,1,32765,4000,sedan,13,0,2,0
652810,16-25,male,majority,0-9y,high school,middle class,0.3820569054,1,before 2015,0,0,10238,17000,sedan,0,0,0,1
119550,40-64,female,majority,20-29y,high school,middle class,0.3802025578,1,before 2015,1,1,10238,11000,sedan,3,0,2,0
44307,16-25,male,majority,0-9y,university,middle class,0.6057513266,1,after 2015,1,1,10238,8000,sedan,0,0,0,0
485859,65+,male,minority,20-29y,high school,upper class,0.7123218578,1,before 2015,0,1,10238,13000,sedan,3,0,4,0
34995,40-64,female,majority,20-29y,high school,upper class,0.6727438741,1,before 2015,1,0,10238,15000,sedan,1,0,0,0
255073,40-64,female,majority,0-9y,university,upper class,0.4822812249,1,after 2015,0,1,10238,11000,sedan,0,0,0,0
626989,16-25,male,majority,0-9y,high school,working class,0.3791073032,0,after 2015,0,0,92101,12000,sedan,0,0,0,1
382582,26-39,male,majority,10-19y,high school,upper class,0.7806924095,1,before 2015,0,0,10238,14000,sedan,0,0,1,1
31928,40-64,male,majority,20-29y,high school,upper class,0.7612274339,1,after 2015,0,1,32765,12000,sedan,10,0,2,0
15689,40-64,female,minority,20-29y,high school,upper class,0.6731139342,1,after 2015,1,1,10238,7000,sedan,1,0,0,0
540695,40-64,male,majority,20-29y,university,upper class,0.6752004195,0,before 2015,1,1,92101,12000,sedan,5,0,2,0
245710,16-25,female,majority,0-9y,high school,poverty,0.6503507351,0,before 2015,0,0,10238,13000,sedan,0,0,0,1
24167,40-64,female,majority,20-29y,high school,upper class,0.7099480194,1,before 2015,1,1,10238,10000,sedan,0,0,1,0
9204,26-39,female,majority,10-19y,university,upper class,0.7454201674,1,before 2015,1,1,10238,13000,sedan,0,0,0,0
994719,40-64,female,majority,20-29y,high school,working class,0.4690905208,1,before 2015,1,1,32765,3000,sedan,4,0,2,0
272076,40-64,female,minority,20-29y,university,upper class,0.6644962989,1,before 2015,1,1,10238,11000,sedan,1,0,1,0
582900,65+,female,majority,30y+,high school,middle class,0.4633068402,1,after 2015,1,1,32765,7000,sedan,2,1,1,0
777762,16-25,female,majority,0-9y,high school,middle class,0.521668364,1,before 2015,1,1,32765,,sedan,0,0,0,1
889207,40-64,female,majority,10-19y,high school,upper class,0.6125447655,1,after 2015,1,0,32765,9000,sedan,3,0,0,0
489132,40-64,male,majority,10-19y,high school,upper class,0.5290549281,1,after 2015,0,1,10238,8000,sedan,2,1,3,0
996641,40-64,female,majority,10-19y,university,upper class,0.4880032226,1,before 2015,0,1,10238,10000,sedan,2,0,1,0
804980,65+,female,majority,30y+,high school,upper class,0.6038175578,1,before 2015,1,1,32765,8000,sedan,5,1,3,0
682200,16-25,male,majority,0-9y,university,working class,0.4522130269,0,before 2015,0,0,10238,18000,sedan,0,0,0,1
680896,26-39,male,majority,10-19y,university,middle class,0.4252055414,1,after 2015,1,0,32765,7000,sedan,4,0,0,0
405973,16-25,male,majority,0-9y,university,middle class,0.6128769381,1,after 2015,0,1,32765,,sedan,0,0,0,1
248899,26-39,female,minority,10-19y,university,middle class,0.5975154414,1,before 2015,0,1,10238,14000,sedan,0,1,0,0
470135,16-25,female,majority,0-9y,university,working class,0.3147603326,0,before 2015,0,0,92101,13000,sedan,0,0,0,1
179574,26-39,male,minority,10-19y,high school,poverty,0.4502587003,0,before 2015,0,0,92101,15000,sedan,0,1,0,1
870637,65+,female,minority,0-9y,high school,upper class,0.6868348054,1,after 2015,1,1,10238,15000,sedan,0,0,0,0
352297,40-64,female,majority,20-29y,high school,middle class,,1,before 2015,0,1,32765,11000,sedan,6,0,2,0
103803,40-64,female,majority,20-29y,university,middle class,0.5487357489,1,before 2015,1,1,32765,6000,sedan,6,0,2,0
491993,40-64,male,minority,10-19y,university,working class,,0,after 2015,0,1,32765,11000,sedan,1,0,1,0
142751,26-39,male,majority,10-19y,none,poverty,,0,before 2015,0,0,10238,14000,sedan,1,0,0,0
513509,16-25,male,majority,0-9y,none,poverty,0.2597680123,0,before 2015,0,0,10238,12000,sedan,0,0,0,1
221933,65+,female,majority,30y+,high school,middle class,0.440167091,1,before 2015,0,0,10238,15000,sedan,4,0,2,0
300334,65+,female,majority,30y+,university,upper class,0.7149891994,1,after 2015,1,1,32765,8000,sedan,9,0,1,0
527389,65+,male,majority,30y+,university,middle class,0.5353479404,1,after 2015,1,1,10238,14000,sedan,7,0,2,0
601420,40-64,male,majority,20-29y,high school,upper class,0.4683824152,1,before 2015,1,1,10238,11000,sedan,1,0,7,0
966027,65+,male,majority,20-29y,university,upper class,0.5076387987,1,before 2015,1,1,10238,9000,sedan,1,0,4,0
206507,65+,female,majority,20-29y,university,upper class,0.7501966025,1,before 2015,1,1,32765,11000,sedan,7,1,1,0
785581,40-64,male,majority,20-29y,high school,upper class,0.6927493545,1,before 2015,1,1,92101,,sedan,0,0,3,0
541387,65+,male,majority,0-9y,high school,upper class,0.5527414519,1,after 2015,0,1,32765,11000,sedan,0,0,0,0
197630,40-64,male,majority,20-29y,none,upper class,0.7284303462,1,after 2015,0,1,92101,13000,sedan,3,0,0,0
952556,40-64,male,majority,20-29y,university,middle class,0.6407637924,0,before 2015,0,1,10238,13000,sedan,2,0,2,0
526784,26-39,female,majority,0-9y,university,upper class,0.4897946293,1,after 2015,1,1,32765,10000,sedan,0,0,0,0
78280,26-39,male,majority,10-19y,university,middle class,0.3973993819,1,before 2015,1,1,10238,,sports car,1,0,1,0
832997,16-25,female,majority,0-9y,none,poverty,0.4455964171,0,before 2015,0,0,10238,16000,sedan,0,0,0,1
12632,65+,male,majority,10-19y,university,upper class,0.6221249968,1,before 2015,1,1,92101,7000,sedan,4,0,0,0
666832,26-39,male,majority,10-19y,high school,middle class,0.4861394204,0,before 2015,1,1,10238,7000,sedan,1,0,3,1
512536,40-64,male,minority,0-9y,university,upper class,0.6316504723,1,before 2015,1,1,32765,10000,sedan,0,0,0,1
480051,16-25,male,majority,0-9y,high school,middle class,,1,after 2015,1,0,32765,11000,sports car,0,0,0,0
816205,16-25,male,majority,0-9y,none,poverty,0.311931693,1,before 2015,0,1,10238,10000,sedan,0,0,0,1
756198,40-64,male,majority,20-29y,university,upper class,0.708389901,1,after 2015,1,1,32765,7000,sedan,10,1,1,0
713605,16-25,male,majority,0-9y,university,middle class,0.487612708,1,before 2015,0,0,10238,17000,sedan,0,0,0,1
967598,40-64,female,majority,20-29y,none,poverty,0.4010924769,1,before 2015,0,0,92101,15000,sedan,0,0,1,0
647692,65+,male,majority,30y+,none,middle class,0.4093871699,1,before 2015,1,1,10238,14000,sedan,6,0,3,0
440681,40-64,female,majority,20-29y,none,middle class,,0,after 2015,1,1,10238,11000,sports car,2,1,1,0
11860,40-64,female,majority,20-29y,high school,middle class,0.4873775189,0,before 2015,1,1,92101,9000,sedan,3,0,2,0
480618,40-64,female,majority,20-29y,high school,middle class,0.5566161573,1,before 2015,1,1,10238,12000,sedan,1,0,4,0
928169,40-64,female,majority,20-29y,high school,upper class,0.6441043784,1,before 2015,1,1,10238,15000,sedan,1,1,0,0
293902,26-39,male,majority,10-19y,high school,poverty,,0,before 2015,0,0,10238,14000,sedan,0,0,2,1
485483,16-25,male,majority,0-9y,none,poverty,0.1871101619,0,before 2015,0,0,10238,13000,sedan,0,0,0,1
547112,65+,female,majority,30y+,university,upper class,0.7186881369,1,before 2015,1,1,32765,,sedan,6,0,3,0
865043,40-64,female,majority,10-19y,university,middle class,0.3724057566,1,before 2015,0,1,10238,12000,sedan,1,0,0,0
89663,16-25,male,majority,0-9y,high school,working class,0.4781398214,1,before 2015,0,0,10238,14000,sedan,0,0,0,1
688496,16-25,male,majority,0-9y,university,working class,0.4279793548,0,before 2015,0,0,10238,14000,sedan,0,0,0,1
416761,26-39,male,majority,10-19y,university,upper class,0.5604666642,1,after 2015,1,0,10238,12000,sedan,0,1,4,0
120097,16-25,female,majority,0-9y,high school,middle class,0.6272576469,0,before 2015,1,0,32765,11000,sedan,0,0,0,1
150067,26-39,female,majority,10-19y,university,middle class,0.4487564567,1,before 2015,0,0,32765,10000,sedan,1,0,1,0
228938,26-39,male,majority,0-9y,university,upper class,0.6104363792,1,before 2015,1,0,10238,12000,sedan,0,0,0,1
507475,40-64,male,majority,10-19y,university,upper class,0.6711793098,1,before 2015,1,0,10238,13000,sedan,1,1,0,0
62946,26-39,male,majority,10-19y,high school,middle class,0.4059780292,1,before 2015,0,1,10238,13000,sedan,1,0,5,0
583719,16-25,female,majority,0-9y,none,poverty,0.453599345,0,before 2015,1,0,10238,,sedan,0,0,0,0
393344,40-64,male,majority,0-9y,none,poverty,0.4449921215,0,before 2015,0,0,10238,14000,sedan,0,0,0,1
458811,16-25,male,minority,0-9y,university,working class,0.3183627168,1,after 2015,0,0,10238,12000,sedan,0,0,0,0
278061,40-64,male,minority,10-19y,high school,middle class,0.5018947292,0,before 2015,1,1,32765,,sedan,2,0,1,1
836689,40-64,female,majority,0-9y,university,upper class,0.5996717553,1,before 2015,1,1,32765,,sedan,0,0,0,1
556436,26-39,male,majority,10-19y,university,poverty,0.3475484877,1,before 2015,0,1,10238,13000,sedan,2,0,4,0
983619,40-64,male,majority,20-29y,high school,upper class,0.6698449508,1,before 2015,1,1,10238,17000,sedan,2,0,2,1
